pipewire-pulse 1:1.6.3-1
pixman 0.46.4-1
pkgconf 2.5.1-1
playerctl 2.4.1-5
plocate 1.1.24-1
polkit 127-3
polkit-qt6 0.201.1-1
poppler 26.04.0-1
poppler-data 0.4.12-2
poppler-glib 26.04.0-1
popt 1.19-2
portaudio 1:19.7.0-4
postgresql-libs 18.3-2
power-profiles-daemon 0.30-1
ppp 2.5.2-1
pps-tools 1.0.3-2
prettyping 1:1.1.0-1
procps-ng 4.0.6-1
protobuf 34.1-1
protobuf-c 1.5.2-9
psmisc 23.7-2
pugixml 1.15-3
pulseaudio-qt 1.8.1-1
python 3.14.4-1
python-annotated-types 0.7.0-3
python-ansible-compat 26.3.0-1
python-argcomplete 3.6.3-1
python-attrs 26.1.0-1
python-autocommand 2.2.2-9
python-bcrypt 5.0.0-2
python-beautifulsoup4 4.14.3-2
python-black 26.3.1-1
python-blinker 1.9.0-4
python-bracex 2.6-2
python-brltty 6.9.1-1
python-brotli 1.2.0-1
python-cairo 1.29.0-2
python-certifi 2026.02.25-1
python-cffi 2.0.0-2
python-charset-normalizer 3.4.7-1
python-click 8.3.2-1
python-colorama 0.4.6-6
python-configobj 5.0.9-6
python-cryptography 46.0.7-1
python-cssselect 1.4.0-1
python-dasbus 1.7-5
python-dbus 1.4.0-2
python-decorator 5.2.1-2
python-defusedxml 0.7.1-8
python-distro 1.9.0-4
python-dulwich 1.1.0-1
python-fastbencode 0.3.10-1
python-filelock 3.26.0-1
python-flask 3.1.3-1
python-flask-cors 6.0.2-2
python-fluidity 0.2.1-8
python-gobject 3.56.2-1
python-i3ipc 2.2.1-9
python-idna 3.11-2
python-importlib-metadata 9.0.0-1
python-iniconfig 2.3.0-1
python-invoke 3.0.3-1
python-itsdangerous 2.2.0-2
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.1.2-1
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-jinja 1:3.1.6-3
python-jsonschema 4.26.0-1
python-jsonschema-specifications 2025.9.1-2
python-lexicon 3.0.0-2
python-lxml 6.0.4-1
python-mako 1.3.10-4
python-markdown 3.10.2-1
python-markupsafe 3.0.3-1
python-merge3 0.0.16-2
python-more-itertools 11.0.2-1
python-mutagen 1.47.0-4
python-mypy_extensions 1.1.0-2
python-orjson 3.11.8-1
python-packaging 26.1-1
python-paramiko 4.0.0-2
python-pathspec 1.0.4-1
python-patiencediff 0.2.18-2
python-pip 26.0.1-1
python-pipx 1.11.1-1
python-pkg_resources 81.0.0-1
python-platformdirs 4.9.6-1
python-pluggy 1.6.0-3
python-protobuf 34.1-1
python-psutil 7.2.2-1
python-pycparser 3.00-1
python-pycryptodomex 3.23.0-3
python-pydantic 2.12.5-4
python-pydantic-core 3:2.41.5-4
python-pygments 2.20.0-1
python-pynacl 1.6.2-1
python-pyqt6 6.11.0-1
python-pyqt6-sip 13.11.1-1
python-pyqt6-webengine 6.11.0-1
python-pyquery 2.0.1-3
python-pysocks 1.7.1-12
python-pytest 1:9.0.3-1
python-pytokens 0.4.1-1
python-pyxdg 0.28-7
python-referencing 0.37.0-3
python-requests 2.33.1-1
python-resolvelib 1.2.1-2
python-rpds-py 0.30.0-3
python-ruamel-yaml 0.18.11-1
python-ruamel.yaml.clib 0.2.15-2
python-send2trash 1.8.3-3
python-setproctitle 1.3.7-2
python-setuptools 1:82.0.1-1
python-shtab 1.8.0-2
python-six 1.17.0-3
python-soupsieve 2.8.3-1
python-subprocess-tee 0.4.2-2
python-systemd 235-5
python-termcolor 3.3.0-1
python-tqdm 4.67.3-1
python-typing-inspection 0.4.2-2
python-typing_extensions 4.15.0-3
python-urllib3 2.6.3-1
python-userpath 1.9.2-4
python-waitress 3.0.2-2
python-wcmatch 10.1-2
python-werkzeug 3.1.8-1
python-wheel 0.46.3-1
python-xlib 0.33-6
python-yaml 6.0.3-2
python-zipp 3.21.0-4
qalculate-gtk 5.10.0-1
qca-qt6 2.3.10-5
qcustomplot 2.1.1-1
qhexedit2 0.8.9-2
qqc2-desktop-style 6.25.0-1
qrencode 4.1.1-4
qscintilla-qt5 2.14.1-6
qt5-base 5.15.18+kde+r109-2
qt5-declarative 5.15.18+kde+r23-1
qt5-svg 5.15.18+kde+r5-1
qt5-translations 5.15.18-1
qt5ct 1.9-1
qt6-5compat 6.11.0-1
qt6-base 6.11.0-2
qt6-connectivity 6.11.0-1
qt6-declarative 6.11.0-3
qt6-imageformats 6.11.0-1
qt6-multimedia 6.11.0-1
qt6-multimedia-ffmpeg 6.11.0-1
qt6-positioning 6.11.0-1
qt6-scxml 6.11.0-1
qt6-shadertools 6.11.0-1
qt6-svg 6.11.0-2
qt6-tools 6.11.0-3
qt6-translations 6.11.0-1
qt6-wayland 6.11.0-1
qt6-webchannel 6.11.0-1
qt6-webengine 6.11.0-4
qt6ct 0.11-5
raptor 2.0.16-9
rav1e 0.8.1-2
re2 2:2025.11.05-3
readline 8.3.003-1
reflector 2023-5
resvg 0.47.0-2
rhash 1.4.6-1
ripgrep 15.1.0-2
rkhunter 1.4.6-4
rmpc 0.11.0-2
rnnoise 1:0.2-1
rofi 2.0.0-1
rog-control-center 6.3.7-1
rpmextract 1.0-11
rsync 3.4.1-2
rtkit 0.14-1
rtmpdump 1:2.6-1
rubberband 4.0.0-2
ruby 3.4.8-2
ruby-bundler 4.0.3-1
ruby-erb 4.0.4-9
rubygems 3.6.9-1
runc 1.4.2-1
rygel 1:45.1-1
sane 1.4.0-4
sbc 2.2-1
sdbus-cpp 2.2.1-1
sdl12-compat 1.2.68-2
sdl2-compat 2.32.66-1
sdl3 3.4.4-1
sdl3_ttf 3.2.2-3
seatd 0.9.3-1
sed 4.9-3
semver 7.7.4-1
serd 0.32.8-1
shaderc 2026.1-2
shadow 4.18.0-1
shared-mime-info 2.4-3
signal-desktop 8.7.0-1
simdjson 1:4.6.1-1
simple-scan 50.0-1
slang 2.3.3-4
slurp 1.5.0-2
smartmontools 7.5-1
smbclient 2:4.24.0-1
snappy 1.2.2-3
snapshot 50.0-1
sndio 1.10.0-1
sof-firmware 2025.12.2-1
solid 6.25.0-1
sonnet 6.25.0-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1
spandsp 0.0.6-7
spdlog 1.17.0-2
speech-dispatcher 0.12.1-3
speex 1.2.1-2
speexdsp 1.2.1-2
spice-gtk 0.42-5
spice-protocol 0.14.5-1
spirv-tools 1:1.4.341.0-2
sqlcipher 4.14.0-1
sqlite 3.53.0-2
sqlitebrowser 3.13.1-3
squashfs-tools 4.7.5-1
squashfuse 0.6.1-1
sratom 0.6.22-1
srt 1.5.4-1
startup-notification 0.12-9
steam 1.0.0.85-6
steam-devices 1.0.0.85-6
steghide 0.5.1-11
stow 2.4.1-1
sudo 1.9.17.p2-2
supergfxctl 5.2.7-2
sushi 50rc.1-1
svt-av1 4.1.0-1
svt-hevc 1.5.1-4
swappy 1.8.0-1
swaylock 1.8.5-1
swaync 0.12.6-1
systemd 260.1-1
systemd-libs 260.1-1
systemd-sysvcompat 260.1-1
taglib 2.2.1-1
talloc 2.4.4-1
tar 1.35-2
tcl 8.6.16-1
tcpdump 4.99.6-1
tdb 1.4.15-1
tecla 50.0-1
telegram-desktop 6.7.6-1
termshark 2.4.0-2
tevent 1:0.17.1-2
texinfo 7.3-1
thunar 4.20.8-3
thunar-archive-plugin 0.6.0-1
thunar-volman 4.20.0-2
timidity++ 2.15.0-12
tinysparql 3.11.1-1
tldr 3.4.4-1
tmux 3.6_a-1
todoist-appimage 9.26.4-1
tomlplusplus 3.4.0-2
totem 43.2-5
totem-pl-parser 3.26.7-1
tpm2-tss 4.1.3-1
trash-cli 0.24.5.26-3
tree-sitter 0.26.8-1
tree-sitter-c 0.24.1-2
tree-sitter-lua 0.5.0-3
tree-sitter-markdown 0.5.3-2
tree-sitter-query 0.8.0-2
tree-sitter-vim 0.8.1-3
tree-sitter-vimdoc 4.1.0-2
tslib 1.24-1
ttf-droid 20121017-11
ttf-fantasque-nerd 3.4.0-2
ttf-fira-code 6.2-3
ttf-jetbrains-mono 2.304-2
ttf-jetbrains-mono-nerd 3.4.0-2
ttf-liberation 2.1.5-2
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-victor-mono 1.5.6-1
tumbler 4.20.1-1
twolame 0.4.0-4
typescript 5.9.3-2
tzdata 2026a-1
uchardet 0.0.8-4
udisks2 2.11.1-2
ufw 0.36.2-7
umockdev 0.19.2-1
uncrustify 0.82.0-2
unibilium 2.1.2-1
unzip 6.0-23
upower 1.91.2-1
usbmuxd 1.1.1-4
usbredir 0.15.0-1
usbutils 019-1
util-linux 2.42-1
util-linux-libs 2.42-1
v4l-utils 1.32.0-2
vala 0.56.19-1
vapoursynth 73-2
vid.stab 1.1.1-2
vim 9.2.0357-1
vim-runtime 9.2.0357-1
virtualbox 7.2.6-4
virtualbox-host-modules-arch 7.2.6-11
vivaldi 7.9.3970.50-1
vlc-gui-ncurses 3.0.22-3
vlc-plugin-a52dec 3.0.22-3
vlc-plugin-alsa 3.0.22-3
vlc-plugin-archive 3.0.22-3
vlc-plugin-dav1d 3.0.22-3
vlc-plugin-dbus 3.0.22-3
vlc-plugin-dbus-screensaver 3.0.22-3
vlc-plugin-faad2 3.0.22-3
vlc-plugin-flac 3.0.22-3
vlc-plugin-gnutls 3.0.22-3
vlc-plugin-inflate 3.0.22-3
vlc-plugin-journal 3.0.22-3
vlc-plugin-jpeg 3.0.22-3
vlc-plugin-mpg123 3.0.22-3
vlc-plugin-ogg 3.0.22-3
vlc-plugin-opus 3.0.22-3
vlc-plugin-png 3.0.22-3
vlc-plugin-shout 3.0.22-3
vlc-plugin-speex 3.0.22-3
vlc-plugin-tag 3.0.22-3
vlc-plugin-theora 3.0.22-3
vlc-plugin-twolame 3.0.22-3
vlc-plugin-vorbis 3.0.22-3
vlc-plugin-vpx 3.0.22-3
vlc-plugin-xml 3.0.22-3
vlc-plugins-base 3.0.22-3
vmaf 3.1.0-1
volume_key 0.3.12-12
vte-common 0.84.0-1
vte3 0.84.0-1
vte4 0.84.0-1
vulkan-icd-loader 1.4.341.0-1
vulkan-intel 1:26.0.4-1
vulkan-mesa-implicit-layers 1:26.0.4-1
w3m 0.5.6-1
wallust 3.5.2-1
wasi-libc 1:0+571+2fc32bc8-1
wavpack 5.9.0-1
waybar 0.15.0-2
wayland 1.24.0-1
wayland-protocols 1.48-1
webkit2gtk-4.1 2.52.2-1
webkitgtk-6.0 2.52.2-1
webrtc-audio-processing-1 1.3-5
wget 1.25.0-3
which 2.23-1
whois 5.6.6-1
wikiman 2.14.1-2
wildmidi 0.4.6-1
wireless_tools 30.pre9-5
wireplumber 0.5.14-1
wireshark-cli 4.6.4-2
wireshark-qt 4.6.4-2
wl-clipboard 1:2.3.0-1
wlogout 1.2.2-0
woff2 1.0.2-6
wofi 1.5.3-1
wpa_supplicant 2:2.11-5
wsdd 0.9-2
wxwidgets-common 3.2.10-1
wxwidgets-gtk3 3.2.10-1
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xarchiver 0.5.4.26-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcur2png 0.7.1-9
xdg-dbus-proxy 0.1.7-1
xdg-desktop-portal 1.20.4-1
xdg-desktop-portal-gnome 50.0-1
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.11-4
xdg-user-dirs 0.20-1
xdg-user-dirs-gtk 0.16-1
xdg-utils 1.2.1-2
xf86-input-libinput 1.5.0-1
xfconf 4.20.0-2
xkeyboard-config 2.47-1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.22-1
xorg-server-common 21.1.22-1
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xhost 1.0.10-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.5.0-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.10-1
xorgproto 2025.1-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.3-1
yad 14.2-1
yamllint 1.38.0-1
yasm 1.3.0-9
yay 12.5.7-1
yazi 26.1.22-4
yelp 49.0-1
yelp-xsl 49.0-1
yt-dlp 2026.03.17-1
yt-dlp-ejs 0.8.0-1
yyjson 0.12.0-1
zbar 0.23.93-5
zenity 4.2.2-1
zeromq 4.3.5-3
zimg 3.0.6-1
zint 2.16.0-1
zip 3.0-12
zix 0.8.0-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zotero-bin 9.0-1
zoxide 0.9.9-2
zram-generator 1.2.1-1
zsh 5.9-6
zsh-completions 0.36.0-1
zstd 1.5.7-3
zvbi 0.2.44-1
zxing-cpp 3.0.2-1
zziplib 0.13.80-1
